keyword,normalized_keyword,seed_group,seed_keywords,source,query_date,location,geo_target_id_sanitized,language,network,avg_monthly_searches,competition,competition_index,low_top_of_page_bid,high_top_of_page_bid,currency,monthly_searches_json,intent_category,commercial_intent,presential_intent,local_intent,beginner_intent,older_adult_explicit,employment_intent,software_download_risk,informational_risk,relevance_score,recommended_status,exclusion_reason,facts,assumptions,recommendation,notes
curso habilidades computacionales básicas,curso habilidades computacionales básicas,alfabetizacion_digital,curso habilidades computacionales básicas,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso autonomía digital,curso autonomía digital,alfabetizacion_digital,curso autonomía digital,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso iniciación digital,curso iniciación digital,alfabetizacion_digital,curso iniciación digital,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso tecnología para principiantes,curso tecnología para principiantes,alfabetizacion_digital,curso tecnología para principiantes,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender tecnología desde cero,aprender tecnología desde cero,alfabetizacion_digital,aprender tecnología desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,LOW,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso herramientas digitales básicas,curso herramientas digitales básicas,alfabetizacion_digital,curso herramientas digitales básicas,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación adultos mayores,curso computación adultos mayores,adultos_mayores,curso computación adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación para adultos mayores,curso computación para adultos mayores,adultos_mayores,curso computación para adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
clases de computación adultos mayores,clases de computación adultos mayores,adultos_mayores,clases de computación adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
clases de computación para adultos mayores,clases de computación para adultos mayores,adultos_mayores,clases de computación para adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office para adultos mayores,curso office para adultos mayores,adultos_mayores,curso office para adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
computación para tercera edad,computación para tercera edad,adultos_mayores,computación para tercera edad,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
clases de computación tercera edad,clases de computación tercera edad,adultos_mayores,clases de computación tercera edad,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender computación adulto mayor,aprender computación adulto mayor,adultos_mayores,aprender computación adulto mayor,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso internet para adultos mayores,curso internet para adultos mayores,adultos_mayores,curso internet para adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
alfabetización digital adultos mayores,alfabetización digital adultos mayores,adultos_mayores,alfabetización digital adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computador para adultos mayores,curso computador para adultos mayores,adultos_mayores,curso computador para adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso tecnología para adultos mayores,curso tecnología para adultos mayores,adultos_mayores,curso tecnología para adultos mayores,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación tercera edad santiago,curso computación tercera edad santiago,adultos_mayores,curso computación tercera edad santiago,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,EXPLICIT_SANTIAGO,NOT_EXPLICIT,YES,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
clases computación adulto mayor santiago,clases computación adulto mayor santiago,adultos_mayores,clases computación adulto mayor santiago,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,EXPLICIT_SANTIAGO,NOT_EXPLICIT,YES,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office tercera edad,curso office tercera edad,adultos_mayores,curso office tercera edad,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,OLDER_ADULT_EXPLICIT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,YES,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office desde cero,curso office desde cero,principiantes_desde_cero,curso office desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación desde cero,curso computación desde cero,principiantes_desde_cero,curso computación desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación básica para principiantes,curso computación básica para principiantes,principiantes_desde_cero,curso computación básica para principiantes,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
clases de computación desde cero,clases de computación desde cero,principiantes_desde_cero,clases de computación desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender office desde cero,aprender office desde cero,principiantes_desde_cero,aprender office desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,LOW,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender word excel powerpoint,aprender word excel powerpoint,principiantes_desde_cero,aprender word excel powerpoint,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso básico de word excel y powerpoint,curso básico de word excel y powerpoint,principiantes_desde_cero,curso básico de word excel y powerpoint,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office para principiantes,curso office para principiantes,principiantes_desde_cero,curso office para principiantes,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office personas sin experiencia,curso office personas sin experiencia,principiantes_desde_cero,curso office personas sin experiencia,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación para personas sin experiencia,curso computación para personas sin experiencia,principiantes_desde_cero,curso computación para personas sin experiencia,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
clases computación nivel básico,clases computación nivel básico,principiantes_desde_cero,clases computación nivel básico,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computador para principiantes,curso computador para principiantes,principiantes_desde_cero,curso computador para principiantes,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso informática desde cero,curso informática desde cero,principiantes_desde_cero,curso informática desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender pc desde cero,aprender pc desde cero,principiantes_desde_cero,aprender pc desde cero,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,BEGINNER_GENERAL,LOW,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso word básico presencial,curso word básico presencial,herramientas_especificas,curso word básico presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,85,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso word presencial santiago,curso word presencial santiago,herramientas_especificas,curso word presencial santiago,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,EXPLICIT_SANTIAGO,NOT_EXPLICIT,NO,NO,LOW,LOW,85,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso excel básico presencial,curso excel básico presencial,herramientas_especificas,curso excel básico presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,85,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso excel presencial santiago,curso excel presencial santiago,herramientas_especificas,curso excel presencial santiago,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,EXPLICIT_SANTIAGO,NOT_EXPLICIT,NO,NO,LOW,LOW,85,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso powerpoint básico presencial,curso powerpoint básico presencial,herramientas_especificas,curso powerpoint básico presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,85,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
